Frame,Person1_head,Person1_neck,Person1_left_ear,Person1_right_ear,Person1_left_shoulder,Person1_left_elbow,Person1_left_hand,Person1_right_shoulder,Person1_right_elbow,Person1_right_hand,Person2_head,Person2_neck,Person2_left_ear,Person2_right_ear,Person2_left_shoulder,Person2_left_elbow,Person2_left_hand,Person2_right_shoulder,Person2_right_elbow,Person2_right_hand,Person3_head,Person3_neck,Person3_left_ear,Person3_right_ear,Person3_left_shoulder,Person3_left_elbow,Person3_left_hand,Person3_right_shoulder,Person3_right_elbow,Person3_right_hand,Person4_head,Person4_neck,Person4_left_ear,Person4_right_ear,Person4_left_shoulder,Person4_left_elbow,Person4_left_hand,Person4_right_shoulder,Person4_right_elbow,Person4_right_hand
478,"(364.00,544.06,1.00)","(350.47,644.10,0.99)","(329.45,545.75,1.00)","(394.48,595.85,1.00)","(297.77,620.20,0.96)","(0.00,0.00,0.47)","(0.00,0.00,0.01)","(428.53,658.71,0.97)","(478.60,707.18,0.90)","(494.02,646.97,1.00)","(594.25,331.56,1.00)","(607.64,390.64,1.00)","(557.37,374.61,1.00)","(627.02,322.23,1.00)","(515.65,403.23,1.00)","(463.25,423.27,1.00)","(465.96,341.11,1.00)","(661.85,366.78,0.99)","(689.68,333.18,1.00)","(686.99,242.45,1.00)","(948.12,317.63,1.00)","(934.11,371.53,1.00)","(903.75,318.34,1.00)","(974.52,325.96,1.00)","(858.41,378.94,1.00)","(812.19,314.31,1.00)","(859.48,292.35,0.99)","(985.35,376.53,0.99)","(1003.19,336.27,1.00)","(979.84,271.74,1.00)","(1227.43,310.97,1.00)","(1219.44,366.83,1.00)","(1185.61,332.61,1.00)","(1250.43,324.30,1.00)","(1147.69,363.69,1.00)","(1107.25,337.85,1.00)","(1151.68,300.17,0.78)","(1256.10,354.12,0.99)","(1254.16,317.75,0.99)","(1244.08,258.73,1.00)"
479,"(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(387.62,486.34,1.00)","(390.57,592.85,1.00)","(346.66,508.72,1.00)","(430.18,528.43,1.00)","(333.18,588.80,1.00)","(318.61,697.23,0.97)","(0.00,0.00,0.45)","(479.30,599.83,1.00)","(536.21,673.89,0.98)","(552.19,584.24,1.00)","(949.32,316.78,1.00)","(934.59,371.78,1.00)","(903.67,318.18,1.00)","(975.99,326.69,1.00)","(858.27,379.21,1.00)","(812.69,314.80,1.00)","(862.13,292.75,0.99)","(985.82,377.82,0.99)","(1002.95,335.99,1.00)","(980.82,271.79,1.00)","(1227.61,309.52,1.00)","(1218.62,367.13,1.00)","(1185.32,331.82,1.00)","(1250.74,324.75,1.00)","(1147.31,362.69,1.00)","(1107.24,337.74,1.00)","(1151.44,299.73,0.72)","(1255.82,354.59,0.99)","(1254.44,318.59,0.99)","(1244.65,259.18,1.00)"
480,"(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(387.53,486.72,1.00)","(390.18,592.98,1.00)","(346.48,508.43,1.00)","(430.19,528.59,1.00)","(333.33,588.88,1.00)","(318.86,697.49,0.97)","(0.00,0.00,0.46)","(479.39,599.95,1.00)","(536.61,673.59,0.98)","(551.91,583.66,1.00)","(949.26,316.80,1.00)","(934.73,371.91,1.00)","(903.95,318.01,1.00)","(975.83,326.73,1.00)","(857.97,379.25,1.00)","(812.87,314.28,1.00)","(862.45,292.38,0.99)","(985.61,377.76,0.99)","(1002.69,336.06,1.00)","(980.73,272.01,1.00)","(1227.57,310.09,1.00)","(1219.01,366.93,1.00)","(1185.38,332.07,1.00)","(1250.69,324.67,1.00)","(1147.36,363.07,1.00)","(1107.37,337.84,1.00)","(1151.83,300.11,0.75)","(1256.01,354.42,0.99)","(1254.46,318.35,0.99)","(1244.55,258.98,1.00)"
481,"(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(387.52,486.47,1.00)","(390.32,592.93,1.00)","(346.56,508.29,1.00)","(430.06,528.53,1.00)","(333.18,588.76,1.00)","(318.67,697.16,0.97)","(0.00,0.00,0.45)","(479.29,599.94,1.00)","(536.35,673.80,0.98)","(552.06,584.16,1.00)","(949.30,317.05,1.00)","(934.82,371.94,1.00)","(903.55,318.60,1.00)","(976.02,326.71,1.00)","(858.27,379.14,1.00)","(812.77,315.09,1.00)","(862.06,292.90,0.99)","(985.93,377.58,0.99)","(1002.93,335.95,1.00)","(980.74,271.91,1.00)","(1227.56,309.76,1.00)","(1218.99,366.80,1.00)","(1185.37,331.85,1.00)","(1250.70,324.59,1.00)","(1146.91,363.04,1.00)","(1107.22,337.89,1.00)","(1151.70,300.29,0.73)","(1255.88,354.60,1.00)","(1254.41,318.52,0.99)","(1244.68,259.20,1.00)"
482,"(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(397.46,465.34,1.00)","(399.69,578.20,1.00)","(352.13,487.36,1.00)","(447.11,516.75,1.00)","(342.58,575.95,1.00)","(331.31,683.02,0.98)","(0.00,0.00,0.29)","(491.49,591.55,1.00)","(545.68,656.71,0.96)","(560.13,555.28,0.99)","(950.62,315.54,1.00)","(936.46,371.74,1.00)","(904.75,323.02,1.00)","(975.95,327.13,1.00)","(856.71,377.39,1.00)","(815.64,319.00,1.00)","(867.71,291.61,0.95)","(986.22,375.26,0.98)","(1002.47,336.52,0.99)","(978.24,269.87,1.00)","(1227.41,309.42,1.00)","(1218.40,366.84,1.00)","(1185.41,332.03,1.00)","(1250.54,324.74,1.00)","(1148.43,362.23,1.00)","(1108.01,337.81,1.00)","(1151.58,299.34,0.74)","(1255.74,353.58,0.99)","(1254.56,318.11,0.99)","(1244.40,258.94,1.00)"
483,"(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(397.71,465.30,1.00)","(399.84,578.22,1.00)","(352.31,487.50,1.00)","(447.28,516.99,1.00)","(342.71,575.74,1.00)","(331.13,683.15,0.98)","(0.00,0.00,0.30)","(491.42,591.22,1.00)","(545.53,656.98,0.96)","(560.21,555.63,0.99)","(950.73,315.74,1.00)","(936.41,371.93,1.00)","(904.42,323.34,1.00)","(976.13,326.94,1.00)","(857.00,377.67,1.00)","(815.45,319.52,1.00)","(867.18,291.60,0.95)","(986.26,374.94,0.98)","(1002.39,336.56,0.99)","(978.07,269.74,1.00)","(1227.49,309.37,1.00)","(1218.48,366.98,1.00)","(1185.35,331.93,1.00)","(1250.58,324.86,1.00)","(1147.95,362.18,1.00)","(1107.90,337.60,1.00)","(1151.45,299.53,0.74)","(1255.64,353.91,0.99)","(1254.51,318.40,0.99)","(1244.55,259.23,1.00)"
484,"(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(397.44,465.40,1.00)","(399.81,578.23,1.00)","(352.16,487.63,1.00)","(447.15,516.75,1.00)","(342.61,575.96,1.00)","(331.29,683.10,0.98)","(0.00,0.00,0.29)","(491.53,591.49,1.00)","(545.63,656.70,0.96)","(560.10,555.33,0.99)","(950.83,315.73,1.00)","(936.77,371.75,1.00)","(904.69,323.40,1.00)","(976.21,326.73,1.00)","(856.98,377.36,1.00)","(815.59,319.38,1.00)","(867.61,291.85,0.95)","(986.43,374.83,0.98)","(1002.48,336.29,0.99)","(978.34,269.83,1.00)","(1227.41,309.44,1.00)","(1218.42,366.83,1.00)","(1185.42,332.05,1.00)","(1250.55,324.76,1.00)","(1148.53,362.15,1.00)","(1108.08,337.89,1.00)","(1151.62,299.35,0.74)","(1255.75,353.45,0.99)","(1254.57,318.04,0.99)","(1244.37,258.95,1.00)"
485,"(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(404.47,440.40,1.00)","(409.96,542.03,1.00)","(359.40,463.30,1.00)","(453.60,473.12,1.00)","(350.76,553.86,1.00)","(344.59,673.42,0.98)","(306.14,614.76,0.84)","(501.65,547.15,1.00)","(551.87,627.87,0.94)","(564.14,532.57,0.93)","(951.02,315.29,1.00)","(936.36,371.42,1.00)","(905.26,322.30,1.00)","(975.99,327.30,1.00)","(858.01,377.21,1.00)","(815.20,318.84,1.00)","(868.09,291.52,0.98)","(986.08,374.60,0.98)","(1002.82,336.51,0.99)","(977.96,269.75,1.00)","(1227.52,309.12,1.00)","(1218.56,367.03,1.00)","(1185.34,331.87,1.00)","(1250.70,324.89,1.00)","(1148.55,361.64,1.00)","(1107.74,337.31,1.00)","(1151.17,299.12,0.74)","(1255.63,353.42,0.99)","(1254.64,318.24,0.99)","(1244.47,259.28,1.00)"
486,"(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(404.15,440.62,1.00)","(410.23,541.95,1.00)","(359.35,463.30,1.00)","(453.21,472.81,1.00)","(350.83,553.89,1.00)","(344.55,673.40,0.98)","(306.47,614.90,0.83)","(501.58,547.23,1.00)","(551.88,628.23,0.94)","(564.05,533.04,0.93)","(950.96,315.38,1.00)","(936.89,371.42,1.00)","(905.42,322.52,1.00)","(976.04,326.96,1.00)","(857.90,377.19,1.00)","(815.34,318.44,1.00)","(868.73,291.47,0.98)","(986.23,374.57,0.98)","(1002.83,336.26,0.99)","(977.97,269.88,1.00)","(1227.45,309.16,1.00)","(1218.37,367.07,1.00)","(1185.37,332.03,1.00)","(1250.67,324.94,1.00)","(1149.13,361.58,1.00)","(1107.91,337.46,1.00)","(1151.24,298.86,0.73)","(1255.69,353.15,1.00)","(1254.75,318.05,0.99)","(1244.33,259.08,1.00)"
487,"(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(404.28,440.36,1.00)","(410.18,541.99,1.00)","(359.40,463.41,1.00)","(453.33,472.80,1.00)","(350.96,553.62,1.00)","(344.76,673.28,0.98)","(306.13,614.72,0.84)","(501.57,547.19,1.00)","(551.85,627.82,0.93)","(564.19,532.78,0.93)","(951.01,315.05,1.00)","(936.30,371.38,1.00)","(905.27,322.19,1.00)","(975.98,327.32,1.00)","(858.04,377.23,1.00)","(815.23,318.87,1.00)","(868.15,291.48,0.98)","(986.07,374.71,0.98)","(1002.81,336.54,0.99)","(978.00,269.77,1.00)","(1227.53,309.19,1.00)","(1218.61,367.10,1.00)","(1185.33,331.94,1.00)","(1250.72,324.89,1.00)","(1148.49,361.78,1.00)","(1107.73,337.34,1.00)","(1151.20,299.16,0.74)","(1255.68,353.48,0.99)","(1254.64,318.26,0.99)","(1244.47,259.25,1.00)"
488,"(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(403.46,420.19,1.00)","(411.29,525.22,1.00)","(360.31,440.02,1.00)","(455.28,455.37,1.00)","(357.75,538.46,1.00)","(355.45,655.12,0.95)","(311.67,613.28,0.59)","(502.49,525.87,1.00)","(551.05,606.49,0.92)","(568.79,512.97,0.82)","(951.37,315.45,1.00)","(936.26,371.00,1.00)","(905.70,321.92,1.00)","(976.13,328.07,1.00)","(858.33,375.81,1.00)","(814.51,315.72,1.00)","(869.85,288.96,0.98)","(985.98,375.51,0.98)","(1002.63,337.46,1.00)","(978.55,270.34,1.00)","(1227.56,309.30,1.00)","(1217.91,366.71,1.00)","(1185.14,331.37,1.00)","(1250.74,324.99,1.00)","(1148.21,362.04,1.00)","(1107.79,336.81,1.00)","(1151.45,298.88,0.73)","(1255.44,353.85,0.99)","(1254.45,318.88,0.99)","(1244.64,259.09,1.00)"
489,"(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(403.41,419.84,1.00)","(411.88,524.82,1.00)","(360.65,441.37,1.00)","(454.97,454.97,1.00)","(357.91,537.44,1.00)","(355.18,654.02,0.96)","(311.52,613.18,0.60)","(502.50,525.88,1.00)","(550.88,605.90,0.91)","(568.82,512.29,0.83)","(951.42,315.05,1.00)","(936.36,371.03,1.00)","(905.68,321.91,1.00)","(976.25,328.01,1.00)","(858.78,376.00,1.00)","(814.38,316.25,1.00)","(869.66,289.15,0.98)","(985.87,375.40,0.98)","(1002.48,337.64,1.00)","(978.52,270.28,1.00)","(1227.60,309.16,1.00)","(1218.14,366.77,1.00)","(1185.12,331.30,1.00)","(1250.79,325.05,1.00)","(1147.99,361.94,1.00)","(1107.70,336.81,1.00)","(1151.33,299.16,0.74)","(1255.40,353.96,0.99)","(1254.40,319.00,0.99)","(1244.72,259.29,1.00)"
490,"(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(403.35,420.07,1.00)","(411.63,525.21,1.00)","(360.38,440.61,1.00)","(455.02,455.25,1.00)","(357.79,538.05,1.00)","(355.28,654.80,0.95)","(311.80,613.37,0.58)","(502.50,525.98,1.00)","(550.93,606.56,0.92)","(568.91,513.20,0.83)","(951.34,315.47,1.00)","(936.26,371.06,1.00)","(905.73,321.97,1.00)","(976.10,328.09,1.00)","(858.50,375.71,1.00)","(814.54,315.75,1.00)","(869.87,288.84,0.98)","(985.94,375.44,0.98)","(1002.66,337.53,1.00)","(978.53,270.32,1.00)","(1227.56,309.11,1.00)","(1217.79,366.81,1.00)","(1185.14,331.41,1.00)","(1250.75,325.06,1.00)","(1148.50,361.80,1.00)","(1107.91,336.87,1.00)","(1151.33,298.76,0.72)","(1255.39,353.75,0.99)","(1254.51,318.91,0.99)","(1244.64,259.11,1.00)"
491,"(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(393.78,369.55,1.00)","(430.57,477.73,1.00)","(364.24,408.83,1.00)","(444.18,397.31,1.00)","(370.90,506.47,1.00)","(374.45,626.29,0.97)","(372.33,600.98,0.71)","(497.22,481.17,1.00)","(532.62,555.31,0.79)","(0.00,0.00,0.48)","(950.34,316.30,1.00)","(935.27,371.41,1.00)","(905.53,322.41,1.00)","(974.81,330.21,1.00)","(857.79,376.34,1.00)","(815.74,317.16,1.00)","(868.50,289.15,0.98)","(984.58,375.96,0.98)","(1002.18,338.82,1.00)","(978.09,270.71,1.00)","(1227.52,309.37,1.00)","(1218.80,367.19,1.00)","(1185.32,331.92,1.00)","(1250.72,325.15,1.00)","(1149.54,361.71,1.00)","(1107.90,337.30,1.00)","(1151.57,298.82,0.76)","(1255.64,353.30,0.99)","(1254.51,318.11,0.99)","(1243.88,259.28,1.00)"
492,"(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(394.03,369.91,1.00)","(430.06,477.83,1.00)","(364.30,408.26,1.00)","(444.29,397.85,1.00)","(370.53,505.84,1.00)","(373.71,627.36,0.97)","(371.26,600.68,0.67)","(497.11,481.54,1.00)","(532.84,557.79,0.81)","(0.00,0.00,0.50)","(950.55,316.66,1.00)","(935.67,371.56,1.00)","(905.53,322.70,1.00)","(975.04,329.87,1.00)","(857.81,376.44,1.00)","(815.81,316.92,1.00)","(868.16,289.01,0.98)","(984.65,375.73,0.98)","(1002.33,339.07,1.00)","(978.23,270.91,1.00)","(1227.32,309.05,1.00)","(1218.76,366.97,1.00)","(1185.53,331.99,1.00)","(1250.63,325.00,1.00)","(1150.38,361.66,1.00)","(1108.33,337.36,1.00)","(1151.68,298.57,0.76)","(1255.68,352.80,0.99)","(1254.62,317.88,0.99)","(1243.71,259.16,1.00)"
493,"(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(393.68,369.40,1.00)","(430.71,477.99,1.00)","(364.24,409.18,1.00)","(444.23,397.60,1.00)","(371.22,506.41,1.00)","(374.79,625.12,0.97)","(372.25,601.57,0.72)","(497.08,481.30,1.00)","(532.31,555.19,0.78)","(0.00,0.00,0.47)","(950.47,316.68,1.00)","(935.57,371.34,1.00)","(905.63,322.66,1.00)","(974.87,330.11,1.00)","(857.89,376.17,1.00)","(815.80,317.01,1.00)","(868.28,289.26,0.98)","(984.57,375.71,0.98)","(1002.15,338.85,1.00)","(978.19,270.73,1.00)","(1227.38,308.89,1.00)","(1218.51,366.96,1.00)","(1185.35,331.71,1.00)","(1250.65,325.00,1.00)","(1149.89,361.30,1.00)","(1107.96,337.09,1.00)","(1151.60,298.42,0.74)","(1255.57,352.95,0.99)","(1254.62,318.11,0.99)","(1243.89,259.29,1.00)"
494,"(401.13,360.06,1.00)","(446.65,459.84,1.00)","(369.56,412.03,1.00)","(449.21,367.35,0.98)","(380.07,501.01,1.00)","(373.23,618.18,0.99)","(328.67,609.99,0.93)","(508.42,446.71,0.93)","(0.00,0.00,0.01)","(0.00,0.00,0.01)","(598.91,332.35,1.00)","(627.39,380.15,1.00)","(560.74,380.22,1.00)","(620.03,308.94,1.00)","(510.37,402.82,1.00)","(488.43,383.42,0.92)","(510.69,321.85,0.97)","(664.33,357.37,1.00)","(685.82,324.72,1.00)","(627.21,262.71,1.00)","(950.77,318.88,1.00)","(934.54,372.01,1.00)","(906.89,317.82,1.00)","(976.08,331.17,1.00)","(861.33,379.20,1.00)","(813.10,313.46,1.00)","(865.86,291.17,1.00)","(984.78,379.90,0.99)","(1003.77,338.79,1.00)","(980.92,274.22,1.00)","(1226.93,309.51,1.00)","(1218.30,367.19,1.00)","(1185.27,332.11,1.00)","(1250.31,325.38,1.00)","(1150.13,361.65,1.00)","(1107.75,336.91,1.00)","(1151.85,298.29,0.79)","(1255.53,352.94,0.99)","(1254.51,317.68,0.99)","(1243.58,259.07,1.00)"
495,"(401.44,359.88,1.00)","(446.10,459.77,1.00)","(369.34,411.39,1.00)","(449.54,367.56,0.98)","(379.65,501.52,1.00)","(373.56,618.97,0.99)","(329.02,611.43,0.93)","(507.55,446.26,0.93)","(0.00,0.00,0.01)","(0.00,0.00,0.01)","(599.13,332.28,1.00)","(627.50,380.25,1.00)","(561.10,380.34,1.00)","(620.02,308.87,1.00)","(510.96,402.63,1.00)","(488.08,383.72,0.93)","(510.50,322.19,0.98)","(664.24,357.68,1.00)","(685.78,325.16,1.00)","(627.08,262.77,1.00)","(950.86,318.93,1.00)","(934.49,372.00,1.00)","(906.85,318.09,1.00)","(976.11,331.14,1.00)","(861.14,378.83,1.00)","(812.87,314.10,1.00)","(865.50,291.51,1.00)","(984.68,379.56,0.99)","(1003.62,338.71,1.00)","(980.93,274.17,1.00)","(1226.82,309.34,1.00)","(1218.17,367.00,1.00)","(1185.06,332.06,1.00)","(1250.15,325.06,1.00)","(1150.01,361.36,1.00)","(1107.71,336.91,1.00)","(1151.68,298.41,0.79)","(1255.36,352.53,0.99)","(1254.45,317.59,0.99)","(1243.55,259.16,1.00)"
496,"(401.14,360.13,1.00)","(446.64,459.86,1.00)","(369.48,412.09,1.00)","(449.36,367.34,0.98)","(380.14,500.96,1.00)","(373.38,618.70,0.99)","(328.52,609.96,0.93)","(508.48,446.73,0.93)","(0.00,0.00,0.01)","(0.00,0.00,0.01)","(599.13,332.98,1.00)","(626.87,380.84,1.00)","(560.21,379.91,1.00)","(620.62,310.10,1.00)","(509.94,402.54,1.00)","(488.27,383.55,0.92)","(510.78,322.14,0.98)","(664.10,357.75,1.00)","(685.81,325.08,1.00)","(627.51,262.77,1.00)","(950.70,318.89,1.00)","(934.49,372.04,1.00)","(906.85,317.84,1.00)","(975.99,331.29,1.00)","(861.29,379.13,1.00)","(813.07,313.46,1.00)","(865.66,291.09,1.00)","(984.74,379.85,0.99)","(1003.81,338.90,1.00)","(980.79,274.29,1.00)","(1226.83,309.35,1.00)","(1218.16,367.40,1.00)","(1185.10,332.21,1.00)","(1250.31,325.45,1.00)","(1150.24,361.65,1.00)","(1107.83,336.92,1.00)","(1151.75,298.41,0.78)","(1255.46,352.78,0.99)","(1254.44,317.62,0.99)","(1243.49,259.09,1.00)"
497,"(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(599.04,331.83,1.00)","(629.05,378.88,1.00)","(562.73,375.17,1.00)","(621.55,311.10,1.00)","(511.78,398.80,1.00)","(483.37,379.88,0.88)","(512.92,316.75,0.81)","(668.23,354.84,0.99)","(681.40,313.18,1.00)","(620.36,266.24,0.99)","(950.54,316.14,1.00)","(935.76,371.38,1.00)","(906.95,322.23,1.00)","(974.60,330.06,1.00)","(858.54,376.29,1.00)","(816.95,316.00,1.00)","(868.95,288.69,0.98)","(985.14,376.38,0.98)","(1002.28,337.99,1.00)","(978.59,270.92,1.00)","(1226.69,309.53,1.00)","(1218.96,366.87,1.00)","(1185.19,331.45,1.00)","(1250.20,325.21,1.00)","(1149.35,361.80,1.00)","(1106.97,337.67,1.00)","(1151.12,299.57,0.82)","(1255.57,353.46,0.99)","(1254.44,317.77,0.99)","(1243.80,259.16,1.00)"
498,"(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(599.58,332.19,1.00)","(629.07,379.24,1.00)","(562.70,374.78,1.00)","(622.10,311.51,1.00)","(511.54,398.61,1.00)","(483.27,379.68,0.87)","(513.01,317.10,0.81)","(668.02,355.14,0.99)","(681.60,313.30,1.00)","(620.74,265.81,0.99)","(950.45,315.82,1.00)","(935.58,371.48,1.00)","(906.85,322.17,1.00)","(974.55,330.15,1.00)","(858.62,375.88,1.00)","(816.90,315.82,1.00)","(869.06,288.88,0.98)","(985.07,376.40,0.98)","(1002.28,337.97,1.00)","(978.74,270.87,1.00)","(1226.96,309.19,1.00)","(1218.71,367.26,1.00)","(1185.21,331.63,1.00)","(1250.47,325.55,1.00)","(1149.60,361.23,1.00)","(1107.08,337.45,1.00)","(1151.04,299.04,0.81)","(1255.59,353.31,0.99)","(1254.53,317.86,0.99)","(1243.96,259.25,1.00)"
499,"(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(599.11,332.04,1.00)","(628.97,379.06,1.00)","(562.65,375.01,1.00)","(621.70,311.31,1.00)","(511.90,398.76,1.00)","(483.32,380.21,0.88)","(512.77,316.92,0.81)","(668.32,354.68,0.99)","(681.44,312.60,1.00)","(620.07,266.06,0.99)","(950.47,316.30,1.00)","(935.72,371.34,1.00)","(906.79,322.36,1.00)","(974.53,329.84,1.00)","(858.35,376.22,1.00)","(816.86,315.91,1.00)","(868.75,288.71,0.98)","(985.09,376.34,0.98)","(1002.27,337.99,1.00)","(978.73,270.91,1.00)","(1226.88,309.38,1.00)","(1218.93,366.78,1.00)","(1185.23,331.21,1.00)","(1250.35,325.30,1.00)","(1149.34,361.45,1.00)","(1106.94,337.60,1.00)","(1151.14,299.55,0.81)","(1255.52,353.41,0.99)","(1254.48,317.94,0.99)","(1244.02,259.39,1.00)"
500,"(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(601.60,326.90,1.00)","(629.26,378.77,1.00)","(562.39,373.08,1.00)","(625.27,306.16,1.00)","(512.33,397.83,1.00)","(487.93,369.37,0.92)","(508.72,303.81,0.97)","(667.85,353.06,0.99)","(679.40,314.03,1.00)","(614.99,261.65,0.99)","(951.87,320.61,1.00)","(938.02,371.84,1.00)","(908.89,320.05,1.00)","(976.58,329.09,1.00)","(861.26,379.69,1.00)","(813.03,307.38,1.00)","(869.06,289.25,0.99)","(987.36,377.80,0.99)","(1004.27,336.00,1.00)","(980.03,273.80,1.00)","(1226.90,309.87,1.00)","(1218.90,367.45,1.00)","(1185.17,331.98,1.00)","(1250.48,325.94,1.00)","(1149.59,361.55,1.00)","(1106.97,337.35,1.00)","(1151.39,299.37,0.82)","(1255.62,353.55,0.99)","(1254.41,318.13,0.99)","(1243.78,259.24,1.00)"
501,"(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(601.66,327.47,1.00)","(628.80,379.33,1.00)","(562.27,373.22,1.00)","(625.34,307.13,1.00)","(512.71,397.84,1.00)","(487.96,369.83,0.92)","(508.47,304.13,0.97)","(667.70,353.36,0.99)","(679.31,314.17,1.00)","(615.11,261.53,0.99)","(951.23,317.11,1.00)","(937.52,371.21,1.00)","(907.88,323.50,1.00)","(975.23,329.40,1.00)","(859.51,378.28,1.00)","(816.84,312.88,1.00)","(872.02,286.96,0.95)","(986.23,375.53,0.98)","(1002.48,336.85,1.00)","(977.75,270.87,1.00)","(1226.89,309.85,1.00)","(1218.94,367.26,1.00)","(1185.22,331.77,1.00)","(1250.43,325.80,1.00)","(1149.71,361.65,1.00)","(1107.07,337.63,1.00)","(1151.37,299.61,0.81)","(1255.53,353.60,0.99)","(1254.42,318.23,0.99)","(1243.92,259.39,1.00)"
502,"(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(0,0,0.0)","(601.41,326.69,1.00)","(629.10,378.78,1.00)","(562.39,373.07,1.00)","(625.14,306.09,1.00)","(512.48,397.73,1.00)","(488.02,369.24,0.92)","(508.65,303.70,0.97)","(667.67,352.94,0.99)","(679.34,313.98,1.00)","(615.02,261.62,0.99)","(951.91,320.33,1.00)","(937.97,371.90,1.00)","(908.93,320.18,1.00)","(976.61,328.97,1.00)","(861.34,379.59,1.00)","(813.19,307.38,1.00)","(869.24,289.12,0.98)","(987.27,377.75,0.99)","(1004.25,335.95,1.00)","(979.98,273.77,1.00)","(1226.86,309.78,1.00)","(1218.93,367.53,1.00)","(1185.19,331.98,1.00)","(1250.52,325.97,1.00)","(1149.70,361.52,1.00)","(1107.07,337.37,1.00)","(1151.43,299.34,0.82)","(1255.65,353.51,0.99)","(1254.40,318.01,0.99)","(1243.78,259.24,1.00)"
